,Mileage (km),SOH
753,39457.2,0.8009963281045751
754,39619.4,0.9512760660130719
755,39621.2,0.8188729104575163
756,39737.5,0.8855812862745098
757,40018.6,0.8288078758169934
758,40104.1,0.9247033130718953
759,40104.1,0.946592479738562
760,40205.0,0.8995222849673203
761,40441.7,0.976326139869281
762,40488.2,0.9714435222222222
763,40719.1,0.8950660366013072
764,40814.7,0.8188338490196079
765,40856.3,0.8550740712418301
766,40928.9,0.782556908496732
767,40928.9,0.7722257346405229
768,41006.9,0.9585031823529411
769,41024.8,0.9485647522875817
770,41077.0,0.942827143137255
771,41210.9,0.8458780986928105
772,41246.9,0.9046675607843137
773,41450.4,0.9110411098039216
774,41461.5,0.831465237254902
775,41537.4,0.8437292320261438
776,41562.8,1.0476782921568628
777,41587.4,0.8630967941176471
778,41750.4,0.9521802797385621
779,41778.5,0.8891061725490196
780,41843.0,0.7813851052287581
781,41867.9,0.8831868
782,41867.9,0.8791688483660132
783,41881.1,0.9449800477124183
784,41931.6,0.7483939660130718
785,42005.9,1.009970848366013
786,42047.4,0.8752992928104575
787,42047.4,0.8587947614379086
788,42076.9,0.8918085169934641
789,42076.9,0.8671465666666667
790,42432.6,0.887523622875817
791,42503.2,0.9152194366013072
792,42504.8,0.921334120261438
793,42519.1,0.8549368705882352
794,42555.8,0.9747862790849673
795,42742.4,0.9109662810457516
796,42742.4,0.9238797385620915
797,42933.8,0.8822222601307189
798,42934.0,0.7860608444444445
799,42978.2,0.8078411176470589
800,42978.2,0.8103155666666666
801,43039.7,0.8807022849673203
802,43048.5,0.9678603169934641
803,43325.3,0.9391281235294118
804,43653.6,0.8927057679738561
805,43777.5,0.8818922411764706
806,44013.7,0.8926324261437909
807,44091.9,0.8916865973856208
808,44145.4,0.7968510594771242
809,44145.7,0.959379811111111
810,44179.5,0.9242629712418301
811,44207.3,0.9053593398692811
812,44265.4,0.8551328385620914
813,44289.9,0.8990294633986927
814,44289.9,0.8823149189542483
815,44289.9,0.9250756183006537
816,44289.9,0.9515660620915033
817,44300.7,0.8648044307189543
818,44471.7,0.9105331751633988
819,44471.7,0.913881605882353
820,44549.0,0.8964352078431372
821,44559.3,0.8941966764705883
822,44571.7,0.8897906078431373
823,44632.3,0.8479506169934641
824,44632.8,0.9430468973856209
825,44764.4,0.8800729294117647
826,44842.8,0.8380163176470589
827,44904.7,0.8468280065359477
828,45031.0,0.9608257045751634
829,45093.9,0.9377272261437908
830,45192.8,0.8953093241830065
831,45192.8,0.8835789130718954
832,45192.8,0.8884268705882353
833,45192.8,0.8954246980392158
834,45228.1,1.0387898869281045
835,45258.5,0.7965727614379084
836,45320.9,0.8477739333333333
837,45320.9,0.8546169934640524
838,45335.1,0.9424160052287581
839,45500.3,1.0038705843137254
840,45502.3,0.9305238287581699
841,45555.3,0.9406718568627451
842,45694.5,0.887063205882353
843,45709.8,0.9257214235294117
844,45826.4,0.8887086594771242
845,45869.7,0.9613356712418301
846,45903.9,0.9195368424836601
847,45936.7,0.8735013980392157
848,45936.7,0.8738598705882353
849,45954.5,0.8754688274509803
850,45955.3,0.9223915928104576
851,45972.1,0.926182171895425
852,45995.6,0.9546446196078431
853,45995.6,0.9375148111111112
854,46168.3,0.9778681986928105
855,46168.3,0.9858815993464052
856,46217.2,0.9359457673202615
857,46294.1,0.8753762705882353
858,46294.1,0.8846236222222222
859,46294.1,0.8818966627450979
860,46296.4,0.9445971908496731
861,46401.7,0.970053662745098
862,46470.0,0.9753054875816994
863,46712.7,0.9229134725490197
864,46790.1,0.8776926856209151
865,46983.1,0.8516244594771243
866,47019.8,0.9970129405228758
867,47348.2,0.8902675653594772
868,47378.8,0.9915327594771243
869,47477.8,0.8505060346405229
870,47703.5,0.8915345666666668
871,47724.4,0.92060627124183
872,47937.1,0.9073346418300653
873,47989.4,0.9723368986928105
874,47989.4,0.970397405882353
875,47989.4,0.9733928215686274
876,48032.0,0.8422695581699347
877,48045.9,1.0057933267973858
878,48220.2,0.9275388986928105
879,48281.6,0.8588364346405228
880,48320.8,0.8831515013071896
